Answer_Relevancy_Median,Source_File
0.7516946883780642,ragas_evaluation_summary5_2025-11-14_04-30-52.csv
0.0,ragas_evaluation_summary5_2025-11-14_04-30-52.csv
0.749807722139771,ragas_evaluation_summary5_2025-11-14_04-30-52.csv
0.7521144901795538,ragas_evaluation_summary5_2025-11-14_04-30-52.csv
0.7521119198100108,ragas_evaluation_summary5_2025-11-14_04-59-46.csv
0.0,ragas_evaluation_summary5_2025-11-14_04-59-46.csv
0.7529427472735255,ragas_evaluation_summary5_2025-11-14_04-59-46.csv
0.7481824642407355,ragas_evaluation_summary5_2025-11-14_04-59-46.csv
0.7545856984857269,ragas_evaluation_summary5_2025-11-14_05-29-52.csv
0.0,ragas_evaluation_summary5_2025-11-14_05-29-52.csv
0.7490439764809665,ragas_evaluation_summary5_2025-11-14_05-29-52.csv
0.7490345546429502,ragas_evaluation_summary5_2025-11-14_05-29-52.csv
0.7561236938483948,ragas_evaluation_summary5_2025-11-14_06-31-18.csv
0.7273946582529741,ragas_evaluation_summary5_2025-11-14_06-31-18.csv
0.7497941487408103,ragas_evaluation_summary5_2025-11-14_06-31-18.csv
0.7530490916906238,ragas_evaluation_summary5_2025-11-14_06-31-18.csv
0.7511678466060016,ragas_evaluation_summary5_2025-11-14_06-59-35.csv
0.361124449485612,ragas_evaluation_summary5_2025-11-14_06-59-35.csv
0.741686801778582,ragas_evaluation_summary5_2025-11-14_06-59-35.csv
0.7567785677938983,ragas_evaluation_summary5_2025-11-14_06-59-35.csv
0.7457857075139533,ragas_evaluation_summary5_2025-11-14_07-27-18.csv
0.7419248219403906,ragas_evaluation_summary5_2025-11-14_07-27-18.csv
0.7330732359999363,ragas_evaluation_summary5_2025-11-14_07-27-18.csv
0.7528139588888294,ragas_evaluation_summary5_2025-11-14_07-27-18.csv
0.7685700434257752,ragas_evaluation_summary5_2025-11-14_07-57-58.csv
0.37056973876801513,ragas_evaluation_summary5_2025-11-14_07-57-58.csv
0.7491140999548394,ragas_evaluation_summary5_2025-11-14_07-57-58.csv
0.7514191694355159,ragas_evaluation_summary5_2025-11-14_07-57-58.csv
0.748140007692174,ragas_evaluation_summary5_2025-11-14_08-26-06.csv
0.0,ragas_evaluation_summary5_2025-11-14_08-26-06.csv
0.7321843663247039,ragas_evaluation_summary5_2025-11-14_08-26-06.csv
0.750053222555491,ragas_evaluation_summary5_2025-11-14_08-26-06.csv
0.7557595057942692,ragas_evaluation_summary5_2025-11-14_19-54-37.csv
0.7310897220257132,ragas_evaluation_summary5_2025-11-14_19-54-37.csv
0.7443181821144211,ragas_evaluation_summary5_2025-11-14_19-54-37.csv
0.7541542575349384,ragas_evaluation_summary5_2025-11-14_19-54-37.csv
0.7499268592092627,ragas_evaluation_summary5_2025-11-14_20-26-14.csv
0.0,ragas_evaluation_summary5_2025-11-14_20-26-14.csv
0.7486126679496672,ragas_evaluation_summary5_2025-11-14_20-26-14.csv
0.7595748983491105,ragas_evaluation_summary5_2025-11-14_20-26-14.csv
